Index,  Event Name,       Type,     Event ID,    Version,    Channel,      Level,     Opcode,       Task,            Keyword,        PID,        TID,     Processor Number,  Instance ID,   Parent Instance ID,                              Activity ID,                      Related Activity ID,           Clock-Time, Kernel(ms),   User(ms), User Data
441,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247064e+17,15,0,85," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
442,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247066e+17,15,0,85," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
443,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247066e+17,15,0,85," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
444,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247066e+17,15,0,84," ""Protocol """," ""wanarp.sys"""," ""WANARP""",,,,,,,,,,,,,,,,,,
445,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247066e+17,15,0,84," ""EtherType """," ""IPv4 """,,,,,,,,,,,,,,,,,,,
446,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247067e+17,15,0,84," ""MiniportIfIndex """,5,,,,,,,,,,,,,,,,,,,
447,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247067e+17,15,0,84," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
448,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247067e+17,15,0,84," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
449,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247067e+17,15,0,84," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
450,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247069e+17,15,0,83," ""Protocol """," ""wanarp.sys"""," ""WANARPV6""",,,,,,,,,,,,,,,,,,
451,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247069e+17,15,0,83," ""EtherType """," ""IPv6 """,,,,,,,,,,,,,,,,,,,
452,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247069e+17,15,0,83," ""MiniportIfIndex """,21,,,,,,,,,,,,,,,,,,,
453,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247069e+17,15,0,83," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
454,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247069e+17,15,0,83," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
455,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247069e+17,15,0,83," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
456,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724707e+17,15,0,82," ""Protocol """," ""tcpip.sys"""," ""TCPIP6""",,,,,,,,,,,,,,,,,,
457,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724707e+17,15,0,82," ""EtherType """," ""IPv6 """,,,,,,,,,,,,,,,,,,,
458,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724707e+17,15,0,82," ""MiniportIfIndex """,9,,,,,,,,,,,,,,,,,,,
459,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724707e+17,15,0,82," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
460,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724707e+17,15,0,82," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
461,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247072e+17,15,0,82," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
462,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247072e+17,15,0,81," ""Protocol """," ""tcpip.sys"""," ""TCPIP""",,,,,,,,,,,,,,,,,,
463,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247072e+17,15,0,81," ""EtherType """," ""ARP """,,,,,,,,,,,,,,,,,,,
464,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247072e+17,15,0,81," ""EtherType """," ""IPv4 """,,,,,,,,,,,,,,,,,,,
465,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247072e+17,15,0,81," ""MiniportIfIndex """,9,,,,,,,,,,,,,,,,,,,
466,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247072e+17,15,0,81," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
467,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247074e+17,15,0,81," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
468,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247074e+17,15,0,81," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
469,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247074e+17,15,0,80," ""Protocol """," ""lltdio.sys"""," ""LLTDIO""",,,,,,,,,,,,,,,,,,
470,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247074e+17,15,0,80," ""MiniportIfIndex """,9,,,,,,,,,,,,,,,,,,,
471,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247075e+17,15,0,80," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
472,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247075e+17,15,0,80," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
473,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247075e+17,15,0,80," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
474,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247075e+17,15,0,79," ""Protocol """," ""ndisuio.sys"""," ""NDISUIO""",,,,,,,,,,,,,,,,,,
475,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247075e+17,15,0,79," ""EtherType """,35015,,,,,,,,,,,,,,,,,,,
476,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247075e+17,15,0,79," ""EtherType """," ""VLAN """,,,,,,,,,,,,,,,,,,,
477,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247077e+17,15,0,79," ""EtherType """,34958,,,,,,,,,,,,,,,,,,,
478,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247077e+17,15,0,79," ""MiniportIfIndex """,9,,,,,,,,,,,,,,,,,,,
479,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247077e+17,15,0,79," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
480,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247077e+17,15,0,79," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
481,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247078e+17,15,0,79," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
482,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247078e+17,15,0,78," ""Protocol """," ""rspndr.sys"""," ""RSPNDR""",,,,,,,,,,,,,,,,,,
483,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247078e+17,15,0,78," ""EtherType """," ""VLAN """,,,,,,,,,,,,,,,,,,,
484,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247078e+17,15,0,78," ""EtherType """," ""LLTD """,,,,,,,,,,,,,,,,,,,
485,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247078e+17,15,0,78," ""MiniportIfIndex """,9,,,,,,,,,,,,,,,,,,,
486,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247078e+17,15,0,78," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
487,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724708e+17,15,0,78," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
488,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724708e+17,15,0,78," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
489,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724708e+17,15,0,77," ""Protocol """," ""tcpip.sys"""," ""TCPIP6""",,,,,,,,,,,,,,,,,,
490,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247082e+17,15,0,77," ""EtherType """," ""IPv6 """,,,,,,,,,,,,,,,,,,,
491,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247082e+17,15,0,77," ""MiniportIfIndex """,7,,,,,,,,,,,,,,,,,,,
492,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247082e+17,15,0,77," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
493,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247082e+17,15,0,77," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
494,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247082e+17,15,0,77," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
495,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247083e+17,15,0,76," ""Protocol """," ""tcpip.sys"""," ""TCPIP""",,,,,,,,,,,,,,,,,,
496,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247083e+17,15,0,76," ""EtherType """," ""ARP """,,,,,,,,,,,,,,,,,,,
497,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247083e+17,15,0,76," ""EtherType """," ""IPv4 """,,,,,,,,,,,,,,,,,,,
498,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247083e+17,15,0,76," ""MiniportIfIndex """,7,,,,,,,,,,,,,,,,,,,
499,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247083e+17,15,0,76," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
500,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247083e+17,15,0,76," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
501,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247085e+17,15,0,76," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
502,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247085e+17,15,0,75," ""Protocol """," ""lltdio.sys"""," ""LLTDIO""",,,,,,,,,,,,,,,,,,
503,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247085e+17,15,0,75," ""MiniportIfIndex """,7,,,,,,,,,,,,,,,,,,,
504,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247085e+17,15,0,75," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
505,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247086e+17,15,0,75," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
506,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247086e+17,15,0,75," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
507,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247086e+17,15,0,74," ""Protocol """," ""ndisuio.sys"""," ""NDISUIO""",,,,,,,,,,,,,,,,,,
508,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247086e+17,15,0,74," ""EtherType """,35015,,,,,,,,,,,,,,,,,,,
509,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247088e+17,15,0,74," ""EtherType """," ""VLAN """,,,,,,,,,,,,,,,,,,,
510,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247088e+17,15,0,74," ""EtherType """,34958,,,,,,,,,,,,,,,,,,,
511,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247088e+17,15,0,74," ""MiniportIfIndex """,7,,,,,,,,,,,,,,,,,,,
512,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247088e+17,15,0,74," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
513,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247088e+17,15,0,74," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
514,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724709e+17,15,0,74," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
515,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724709e+17,15,0,73," ""Protocol """," ""rspndr.sys"""," ""RSPNDR""",,,,,,,,,,,,,,,,,,
516,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724709e+17,15,0,73," ""EtherType """," ""VLAN """,,,,,,,,,,,,,,,,,,,
517,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247091e+17,15,0,73," ""EtherType """," ""LLTD """,,,,,,,,,,,,,,,,,,,
518,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247091e+17,15,0,73," ""MiniportIfIndex """,7,,,,,,,,,,,,,,,,,,,
519,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247091e+17,15,0,73," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
520,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247091e+17,15,0,73," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
521,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247093e+17,15,0,73," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
522,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247093e+17,15,0,48," ""Filter """," ""wfplwfs.sys"""," ""WFP Native MAC Layer LightWeight Filter""",,,,,,,,,,,,,,,,,,
523,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247093e+17,15,0,48," ""MiniportIfIndex """,19,,,,,,,,,,,,,,,,,,,
524,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247094e+17,15,0,48," ""IfIndex """,22,,,,,,,,,,,,,,,,,,,
525,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247094e+17,15,0,48," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
526,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247094e+17,15,0,48," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
527,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247096e+17,15,0,48," ""Lower""",2," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
528,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247098e+17,15,0,48," ""Upper""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
529,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247098e+17,15,0,47," ""Filter """," ""FortiFilter.sys"""," ""Fortinet NDIS 6.0 LightWeight Filter""",,,,,,,,,,,,,,,,,,
530,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247098e+17,15,0,47," ""LowerIfIndex """,22,,,,,,,,,,,,,,,,,,,
531,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247099e+17,15,0,47," ""MiniportIfIndex """,19,,,,,,,,,,,,,,,,,,,
532,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247099e+17,15,0,47," ""IfIndex """,25,,,,,,,,,,,,,,,,,,,
533,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247099e+17,15,0,47," ""NdisObject """,411618305,,,,,,,,,,,,,,,,,,,
534,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247099e+17,15,0,47," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
535,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247101e+17,15,0,47," ""Lower""",2," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
536,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247101e+17,15,0,47," ""Upper""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
537,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247101e+17,15,0,46," ""Filter """," ""pacer.sys"""," ""QoS Packet Scheduler""",,,,,,,,,,,,,,,,,,
538,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247102e+17,15,0,46," ""LowerIfIndex """,25,,,,,,,,,,,,,,,,,,,
539,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247102e+17,15,0,46," ""MiniportIfIndex """,19,,,,,,,,,,,,,,,,,,,
540,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247102e+17,15,0,46," ""IfIndex """,28,,,,,,,,,,,,,,,,,,,
541,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247102e+17,15,0,46," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
542,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247104e+17,15,0,46," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
543,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247106e+17,15,0,46," ""Lower""",2," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
544,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247106e+17,15,0,46," ""Upper""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
545,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247107e+17,15,0,45," ""Filter """," ""wfplwfs.sys"""," ""WFP 802.3 MAC Layer LightWeight Filter""",,,,,,,,,,,,,,,,,,
546,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247107e+17,15,0,45," ""OptDataPath """,1,,,,,,,,,,,,,,,,,,,
547,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247107e+17,15,0,45," ""LowerIfIndex """,28,,,,,,,,,,,,,,,,,,,
