Index,  Event Name,       Type,     Event ID,    Version,    Channel,      Level,     Opcode,       Task,            Keyword,        PID,        TID,     Processor Number,  Instance ID,   Parent Instance ID,                              Activity ID,                      Related Activity ID,           Clock-Time, Kernel(ms),   User(ms), User Data
184,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724696e+17,15,0,148," ""IfIndex """,27,,,,,,,,,,,,,,,,,,,
185,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724696e+17,15,0,148," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
186,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724696e+17,15,0,148," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
187,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246962e+17,15,0,148," ""Lower""",2," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
188,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246962e+17,15,0,148," ""Upper""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
189,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246962e+17,15,0,147," ""Filter """," ""pacer.sys"""," ""QoS Packet Scheduler""",,,,,,,,,,,,,,,,,,
190,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246963e+17,15,0,147," ""OptDataPath """,4123983873,,,,,,,,,,,,,,,,,,,
191,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246963e+17,15,0,147," ""LowerIfIndex """,24,,,,,,,,,,,,,,,,,,,
192,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246963e+17,15,0,147," ""MiniportIfIndex """,12,,,,,,,,,,,,,,,,,,,
193,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246963e+17,15,0,147," ""IfIndex """,26,,,,,,,,,,,,,,,,,,,
194,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246963e+17,15,0,147," ""NdisObject """,404705281,,,,,,,,,,,,,,,,,,,
195,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246965e+17,15,0,147," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
196,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246965e+17,15,0,147," ""Lower""",2," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
197,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246965e+17,15,0,147," ""Upper""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
198,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246966e+17,15,0,146," ""Filter """," ""FortiFilter.sys"""," ""Fortinet NDIS 6.0 LightWeight Filter""",,,,,,,,,,,,,,,,,,
199,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246966e+17,15,0,146," ""LowerIfIndex """,23,,,,,,,,,,,,,,,,,,,
200,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246968e+17,15,0,146," ""MiniportIfIndex """,12,,,,,,,,,,,,,,,,,,,
201,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246968e+17,15,0,146," ""IfIndex """,24,,,,,,,,,,,,,,,,,,,
202,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246968e+17,15,0,146," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
203,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246968e+17,15,0,146," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
204,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724697e+17,15,0,146," ""Lower""",2," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
205,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724697e+17,15,0,146," ""Upper""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
206,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724697e+17,15,0,145," ""Filter """," ""wfplwfs.sys"""," ""WFP Native MAC Layer LightWeight Filter""",,,,,,,,,,,,,,,,,,
207,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724697e+17,15,0,145," ""MiniportIfIndex """,12,,,,,,,,,,,,,,,,,,,
208,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246971e+17,15,0,145," ""IfIndex """,23,,,,,,,,,,,,,,,,,,,
209,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246971e+17,15,0,145," ""NdisObject """,182734849,,,,,,,,,,,,,,,,,,,
210,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246971e+17,15,0,145," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
211,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246973e+17,15,0,145," ""Lower""",2," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
212,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246973e+17,15,0,145," ""Upper""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
213,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246973e+17,15,0,144," ""Protocol """," ""NDProxy.sys"""," ""NDPROXY""",,,,,,,,,,,,,,,,,,
214,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246974e+17,15,0,144," ""EtherType """," ""VLAN """,,,,,,,,,,,,,,,,,,,
215,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246974e+17,15,0,144," ""EtherType """,34958,,,,,,,,,,,,,,,,,,,
216,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246974e+17,15,0,144," ""MiniportIfIndex """,15,,,,,,,,,,,,,,,,,,,
217,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246976e+17,15,0,144," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
218,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246976e+17,15,0,144," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
219,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246976e+17,15,0,144," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
220,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246978e+17,15,0,143," ""Protocol """," ""NDProxy.sys"""," ""NDPROXY""",,,,,,,,,,,,,,,,,,
221,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246978e+17,15,0,143," ""EtherType """," ""VLAN """,,,,,,,,,,,,,,,,,,,
222,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246978e+17,15,0,143," ""EtherType """,34958,,,,,,,,,,,,,,,,,,,
223,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246978e+17,15,0,143," ""MiniportIfIndex """,15,,,,,,,,,,,,,,,,,,,
224,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246979e+17,15,0,143," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
225,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246979e+17,15,0,143," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
226,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246979e+17,15,0,143," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
227,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246981e+17,15,0,142," ""Protocol """," ""ndiswan.sys"""," ""NDISWAN""",,,,,,,,,,,,,,,,,,
228,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246981e+17,15,0,142," ""EtherType """," ""VLAN """,,,,,,,,,,,,,,,,,,,
229,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246981e+17,15,0,142," ""EtherType """,34958,,,,,,,,,,,,,,,,,,,
230,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246982e+17,15,0,142," ""MiniportIfIndex """,15,,,,,,,,,,,,,,,,,,,
231,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246982e+17,15,0,142," ""NdisObject """,200253441,,,,,,,,,,,,,,,,,,,
232,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246982e+17,15,0,142," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
233,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246984e+17,15,0,142," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
234,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246984e+17,15,0,141," ""Protocol """," ""NDProxy.sys"""," ""NDPROXY""",,,,,,,,,,,,,,,,,,
235,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246986e+17,15,0,141," ""EtherType """," ""VLAN """,,,,,,,,,,,,,,,,,,,
236,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246986e+17,15,0,141," ""EtherType """,34958,,,,,,,,,,,,,,,,,,,
237,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246986e+17,15,0,141," ""MiniportIfIndex """,18,,,,,,,,,,,,,,,,,,,
238,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246986e+17,15,0,141," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
239,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246986e+17,15,0,141," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
240,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246987e+17,15,0,141," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
241,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246989e+17,15,0,140," ""Protocol """," ""NDProxy.sys"""," ""NDPROXY""",,,,,,,,,,,,,,,,,,
242,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246989e+17,15,0,140," ""EtherType """," ""VLAN """,,,,,,,,,,,,,,,,,,,
243,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246989e+17,15,0,140," ""EtherType """,34958,,,,,,,,,,,,,,,,,,,
244,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246989e+17,15,0,140," ""MiniportIfIndex """,18,,,,,,,,,,,,,,,,,,,
245,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724699e+17,15,0,140," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
246,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724699e+17,15,0,140," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
247,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724699e+17,15,0,140," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
248,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246992e+17,15,0,139," ""Protocol """," ""ndiswan.sys"""," ""NDISWAN""",,,,,,,,,,,,,,,,,,
249,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246992e+17,15,0,139," ""EtherType """," ""VLAN """,,,,,,,,,,,,,,,,,,,
250,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246992e+17,15,0,139," ""EtherType """,34958,,,,,,,,,,,,,,,,,,,
251,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246992e+17,15,0,139," ""MiniportIfIndex """,18,,,,,,,,,,,,,,,,,,,
252,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246992e+17,15,0,139," ""NdisObject """,128741889,,,,,,,,,,,,,,,,,,,
253,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246992e+17,15,0,139," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
254,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246994e+17,15,0,139," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
255,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246994e+17,15,0,138," ""Protocol """," ""NDProxy.sys"""," ""NDPROXY""",,,,,,,,,,,,,,,,,,
256,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246995e+17,15,0,138," ""EtherType """," ""VLAN """,,,,,,,,,,,,,,,,,,,
257,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246995e+17,15,0,138," ""EtherType """,34958,,,,,,,,,,,,,,,,,,,
258,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246995e+17,15,0,138," ""MiniportIfIndex """,13,,,,,,,,,,,,,,,,,,,
259,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246995e+17,15,0,138," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
260,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246995e+17,15,0,138," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
261,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246997e+17,15,0,138," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
262,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246997e+17,15,0,137," ""Protocol """," ""NDProxy.sys"""," ""NDPROXY""",,,,,,,,,,,,,,,,,,
263,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246997e+17,15,0,137," ""EtherType """," ""VLAN """,,,,,,,,,,,,,,,,,,,
264,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246998e+17,15,0,137," ""EtherType """,34958,,,,,,,,,,,,,,,,,,,
265,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246998e+17,15,0,137," ""MiniportIfIndex """,13,,,,,,,,,,,,,,,,,,,
266,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246998e+17,15,0,137," ""NdisObject """,128741889,,,,,,,,,,,,,,,,,,,
267,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607246998e+17,15,0,137," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
268,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247e+17,15,0,137," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
269,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247e+17,15,0,136," ""Protocol """," ""NDProxy.sys"""," ""NDPROXY""",,,,,,,,,,,,,,,,,,
270,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247e+17,15,0,136," ""EtherType """," ""VLAN """,,,,,,,,,,,,,,,,,,,
271,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247e+17,15,0,136," ""EtherType """,34958,,,,,,,,,,,,,,,,,,,
272,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247002e+17,15,0,136," ""MiniportIfIndex """,6,,,,,,,,,,,,,,,,,,,
273,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247002e+17,15,0,136," ""NdisObject """,237756417,,,,,,,,,,,,,,,,,,,
274,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247002e+17,15,0,136," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
275,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247002e+17,15,0,136," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
276,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247003e+17,15,0,135," ""Protocol """," ""NDProxy.sys"""," ""NDPROXY""",,,,,,,,,,,,,,,,,,
277,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247003e+17,15,0,135," ""EtherType """," ""VLAN """,,,,,,,,,,,,,,,,,,,
278,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247003e+17,15,0,135," ""EtherType """,34958,,,,,,,,,,,,,,,,,,,
279,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247003e+17,15,0,135," ""MiniportIfIndex """,6,,,,,,,,,,,,,,,,,,,
280,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247005e+17,15,0,135," ""NdisObject """,1112760065,,,,,,,,,,,,,,,,,,,
281,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247005e+17,15,0,135," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
282,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247005e+17,15,0,135," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
283,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247006e+17,15,0,134," ""Protocol """," ""NDProxy.sys"""," ""NDPROXY""",,,,,,,,,,,,,,,,,,
284,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247006e+17,15,0,134," ""EtherType """," ""VLAN """,,,,,,,,,,,,,,,,,,,
285,Microsoft-Windows-PktMon,0,75,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247008e+17,15,0,134," ""EtherType """,34958,,,,,,,,,,,,,,,,,,,
286,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247008e+17,15,0,134," ""MiniportIfIndex """,16,,,,,,,,,,,,,,,,,,,
287,Microsoft-Windows-PktMon,0,30,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247008e+17,15,0,134," ""NdisObject """,1,,,,,,,,,,,,,,,,,,,
288,Microsoft-Windows-PktMon,0,80,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.3312743607247008e+17,15,0,134," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,,,
289,Microsoft-Windows-PktMon,0,90,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724701e+17,15,0,134," ""Lower""",1," ""Rx """,0,0," ""Tx """,0,0,,,,,,,,,,,,,
290,Microsoft-Windows-PktMon,0,20,0,0,4,0,0,2,12536,9460,6,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,1.331274360724701e+17,15,0,133," ""Protocol """," ""ndiswan.sys"""," ""NDISWAN""",,,,,,,,,,,,,,,,,,
